"","...1","X","Barcode","contig","Region","Type","From","To","Most_smimilar_known_cluster_name","Most_smimilar_known_cluster_type","Similarity_pct","Assembly","kort_navn","Domain","Phylum","Class","Order","Family","Genus","Species","Species_name","duplicate_kort_navn","Species_name_new"
"1078",1078,1568,83,5,15.1,"lanthipeptide-class-i",342138,366798,"Unknown","Unknown",0,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1079",1079,1569,83,6,16.1,"T1PKS",69,185012,"linearmycin A/linearmycin B/linearmycin C/linearmycin C","Polyketide:Modular type I polyketide",96,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1080",1080,1570,83,6,16.2,"RRE-containing,LAP,thiopeptide",205858,240444,"glycinocin A","NRP",4,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1081",1081,1571,83,6,16.3,"hglE-KS,T1PKS",575269,626917,"hexacosalactone A","Other",9,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1082",1082,1572,83,7,17.1,"lassopeptide",238841,260603,"Unknown","Unknown",0,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1083",1083,1573,83,7,17.2,"NI-siderophore",966891,978672,"desferrioxamin B","Other",100,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1084",1084,1574,83,9,19.1,"terpene",185879,21276,"hopene","Terpene",61,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1085",1085,1575,83,9,19.2,"ectoine",244283,254687,"ectoine","Other",100,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1086",1086,1576,83,9,19.3,"lanthipeptide-class-i",353047,378279,"Unknown","Unknown",0,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1087",1087,1577,83,9,19.4,"lanthipeptide-class-iii,lanthipeptide-class-ii",542871,568724,"Unknown","Unknown",0,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1088",1088,1578,83,9,19.5,"T1PKS,NRPS",680651,756238,"rakicidin A/rakicidin B","NRP:Cyclic depsipeptide+Polyketide:Modular type I polyketide",40,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1089",1089,1579,83,9,19.6,"linaridin",804974,825558,"mycotrienin I","NRP+Polyketide",7,"barcode83","(i82)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces goshikiensis","Streptomyces goshikiensis",TRUE,"Streptomyces goshikiensis (i82)"
"1090",1090,1636,85,106,9.1,"melanin",87617,98009,"melanin","Other",57,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1091",1091,1637,85,107,10.1,"NAPAA",1,12917,"e-Poly-L-lysine","NRP",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1092",1092,1638,85,134,39.1,"T3PKS",1,37153,"flaviolin/1,3,6,8-tetrahydroxynaphthalene","Polyketide",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1093",1093,1639,85,136,41.1,"T2PKS,butyrolactone",123627,196109,"prejadomycin/rabelomycin/gaudimycin C/gaudimycin D/UWM6/gaudimycin A","Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide",33,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1094",1094,1640,85,15,56.1,"hglE-KS,T1PKS",119099,170779,"hexacosalactone A","Other",11,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1095",1095,1641,85,15,56.2,"RiPP-like",23648,245288,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1096",1096,1642,85,15,56.3,"terpene",345071,367416,"detoxin S1","NRP+Polyketide",44,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1097",1097,1643,85,15,56.4,"RiPP-like",414418,425779,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1098",1098,1644,85,200,111.1,"RiPP-like",12603,23418,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1099",1099,1645,85,201,112.1,"NI-siderophore",11458,26403,"schizokinen","Other",20,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1100",1100,1646,85,206,117.1,"RiPP-like",74337,84582,"informatipeptin","RiPP:Lanthipeptide",42,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1101",1101,1647,85,208,119.1,"lassopeptide",13193,154498,"siamycin I","RiPP",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1102",1102,1648,85,219,131.1,"NRPS",1,28559,"diisonitrile antibiotic SF2768","NRP",66,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1103",1103,1649,85,220,133.1,"NI-siderophore",36829,48601,"desferrioxamin B/desferrioxamine E","Other",66,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1104",1104,1650,85,226,138.1,"ectoine",89646,10005,"ectoine","Other",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1105",1105,1651,85,230,142.1,"terpene",10846,31661,"BE-14106","Polyketide:Modular type I polyketide",10,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1106",1106,1652,85,236,147.1,"T2PKS",94299,150042,"spore pigment","Polyketide",83,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1107",1107,1653,85,240,152.1,"T1PKS",1,31146,"armeniaspirol A/armeniaspirol B/armeniaspirol C","Polyketide",13,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1108",1108,1654,85,246,158.1,"NAPAA",7889,107538,"e-Poly-L-lysine","NRP",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1109",1109,1655,85,251,164.1,"RRE-containing",48254,69537,"amycolamycin A/amycolamycin B","Polyketide",4,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1110",1110,1656,85,260,174.1,"NRPS-like,T1PKS",23027,47344,"stambomycin A/stambomycin B/stambomycin C/stambomycin D","Polyketide:Modular type I polyketide+Saccharide:Hybrid/tailoring saccharide",40,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1111",1111,1657,85,261,175.1,"terpene",26728,47717,"hopene","Terpene",61,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1112",1112,1658,85,269,183.1,"T1PKS",16623,67064,"foxicin A/foxicin B/foxicin C/foxicin","NRP+Polyketide",24,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1113",1113,1659,85,270,185.1,"NI-siderophore",35385,48512,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1114",1114,1660,85,32,194.1,"redox-cofactor",1,2011,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1115",1115,1661,85,35,197.1,"NRPS-like",1,13368,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1116",1116,1662,85,45,208.1,"indole,other",5612,51185,"5-isoprenylindole-3-carboxylate ß-D-glycosyl ester","Other",28,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1117",1117,1663,85,47,210.1,"NRPS,arylpolyene,ladderane,other",1,77102,"pepticinnamin E","NRP+Polyketide",96,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1118",1118,1664,85,54,218.1,"NRPS-like",742,117397,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1119",1119,1665,85,54,218.2,"NRP-metallophore,NRPS",142318,202035,"vazabitide A","NRP",13,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1120",1120,1666,85,67,229.1,"thiopeptide,thioamitides",1335,4154,"Unknown","Unknown",0,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1121",1121,1667,85,68,230.1,"lanthipeptide-class-iii",809,23457,"AmfS","RiPP:Lanthipeptide",80,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1122",1122,1668,85,77,238.1,"NAPAA",12676,47912,"ossamycin","Polyketide",12,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1123",1123,1669,85,77,238.2,"terpene",130644,146863,"2-methylisoborneol","Terpene",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1124",1124,1670,85,91,251.1,"NAPAA",25077,60904,"stenothricin","NRP:Cyclic depsipeptide",13,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1125",1125,1671,85,91,251.2,"terpene",135434,156357,"albaflavenone","Terpene",100,"barcode85","(i84)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__Streptomyces mirabilis","Streptomyces mirabilis",FALSE,"Streptomyces mirabilis"
"1126",1126,1672,86,10,2.1,"T1PKS",124378,168763,"pheganomycin","NRP+RiPP",9,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1127",1127,1673,86,14,6.1,"NAPAA,indole",5444,42677,"5-isoprenylindole-3-carboxylate ß-D-glycosyl ester","Other",23,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1128",1128,1674,86,14,6.2,"T1PKS,hglE-KS",72218,123787,"hexacosalactone A","Other",9,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1129",1129,1675,86,15,7.1,"other,T3PKS,terpene",575126,62725,"furaquinocin B","Terpene+Polyketide",39,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1130",1130,1676,86,15,7.2,"CDPS",1026680,1037958,"Unknown","Unknown",0,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1131",1131,1677,86,16,8.1,"NRPS-like,NRPS",1,32456,"omnipeptin","NRP:Cyclic depsipeptide",17,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1132",1132,1678,86,2,12.1,"T1PKS,NRPS-like,RiPP-like",118484,15542,"Unknown","Unknown",0,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1133",1133,1679,86,24,17.1,"NI-siderophore",73749,85533,"desferrioxamin B","Other",100,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1134",1134,1680,86,24,17.2,"PKS-like,T2PKS,LAP",150938,243032,"trioxacarcin A","Polyketide",39,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1135",1135,1681,86,26,19.1,"NRPS",1,30943,"glycinocin A","NRP",6,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1136",1136,1682,86,27,20.1,"lanthipeptide-class-iv",10986,33769,"a201a","Other:Nucleoside",8,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1137",1137,1683,86,3,23.1,"thiopeptide,LAP",1,23543,"Unknown","Unknown",0,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1138",1138,1684,86,40,34.1,"CDPS",282878,303585,"Unknown","Unknown",0,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1139",1139,1685,86,40,34.2,"T2PKS",338098,410292,"spore pigment","Polyketide",66,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1140",1140,1686,86,41,35.1,"terpene",36389,62167,"hopene","Terpene",61,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1141",1141,1687,86,41,35.2,"NRPS,NRPS-like,other",442882,500065,"WS9326","NRP",7,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1142",1142,1688,86,41,35.3,"terpene",503459,525675,"toxoflavin/fervenulin","Other",14,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1143",1143,1689,86,41,35.4,"RiPP-like",608508,620916,"Unknown","Unknown",0,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1144",1144,1690,86,41,35.5,"PKS-like,amglyccycl,butyrolactone",726103,767113,"rubiginone A2/rubiginone J/rubiginone K/rubiginone L/rubiginone M/rubiginone N/ochromycinone/rubiginone B2","Polyketide",20,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1145",1145,1691,86,41,35.6,"NI-siderophore",930521,945431,"Unknown","Unknown",0,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1146",1146,1692,86,43,37.1,"melanin",9097,120524,"istamycin","Saccharide",4,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1147",1147,1693,86,43,37.2,"NI-siderophore",200898,214318,"salinomycin","Polyketide:Modular type I polyketide",4,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1148",1148,1694,86,43,37.3,"terpene",330615,351994,"ebelactone","Polyketide",5,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1149",1149,1695,86,43,37.4,"blactam",582172,606767,"clavulanic acid","Other:Non-NRP beta-lactam",33,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1150",1150,1696,86,8,41.1,"T2PKS,butyrolactone,ladderane",67851,14795,"prejadomycin/rabelomycin/gaudimycin C/gaudimycin D/UWM6/gaudimycin A","Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide",58,"barcode86","(i85)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Streptomyces","s__","Streptomyces (i85)",FALSE,"Streptomyces (i85)"
"1151",1151,1697,87,1,1.1,"lanthipeptide-class-iii",439147,459997,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1152",1152,1698,87,1,1.2,"T2PKS",515748,585548,"spore pigment","Polyketide",83,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1153",1153,1699,87,1,1.3,"NAPAA",924153,958052,"e-Poly-L-lysine","NRP",100,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1154",1154,1700,87,1,1.4,"terpene",1066040,1085643,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1155",1155,1701,87,1,1.5,"terpene",1096122,1121015,"hopene","Terpene",76,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1156",1156,1702,87,1,1.6,"terpene",1344261,1363062,"legonindolizidine A6","NRP+Alkaloid",12,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1157",1157,1703,87,1,1.7,"lanthipeptide-class-iii",1728279,1750915,"neoabyssomicin/abyssomicin","Polyketide",6,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1158",1158,1704,87,1,1.8,"terpene",1767381,1787788,"olimycin A/olimycin B","Polyketide",5,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1159",1159,1705,87,1,1.9,"terpene",1905444,1926770,"geosmin","Terpene",100,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
"1160",1160,1706,87,1,1.1,"terpene",2174327,2195144,"Unknown","Unknown",0,"barcode87","(i86)","d__Bacteria","p__Actinomycetota","c__Actinomycetia","o__Streptomycetales","f__Streptomycetaceae","g__Kitasatospora","s__","Kitasatospora (i86)",FALSE,"Kitasatospora (i86)"
